Time	Heading_Velocity	Acceleration_1	Acceleration_2	Acceleration_3	Compass_1	Compass_2	Compass_3	Gyro_1	Gyro_2	Gyro_3
1627951062.02	0.0	235.0	-225.0	-14396.0	2608.0	-328.0	2683.0	0.0	35.0	-27.0
1627951062.74	0.0	232.0	-220.0	-14392.0	2606.0	-330.0	2689.0	0.0	27.0	-47.0
1627951063.98	0.0	227.0	-178.0	-14291.0	2600.0	-336.0	2684.0	0.0	47.0	-52.0
1627951064.6	0.0	229.0	-222.0	-14400.0	2605.0	-329.0	2686.0	0.0	39.0	-36.0
1627951065.67	0.0	224.0	-223.0	-14396.0	2589.0	-317.0	2689.0	0.0	23.0	-34.0
1627951066.3	0.0	266.0	-151.0	-14366.0	2631.0	-348.0	2632.0	0.0	39.0	-50.0
1627951067.19	0.0	230.0	-197.0	-14470.0	2607.0	-326.0	2678.0	0.0	24.0	-44.0
1627951068.26	0.0	239.0	-216.0	-14386.0	2609.0	-323.0	2677.0	0.0	21.0	-36.0
1627951069.01	0.0	243.0	-223.0	-14412.0	2615.0	-317.0	2685.0	0.0	23.0	-32.0
1627951069.56	0.0	252.0	-219.0	-14372.0	2617.0	-329.0	2690.0	0.0	11.0	-24.0
1627951070.3	0.0	241.0	-185.0	-14399.0	2602.0	-329.0	2674.0	0.0	28.0	-36.0
1627951071.04	0.0	231.0	-209.0	-14390.0	2607.0	-325.0	2670.0	0.0	32.0	-42.0
1627951071.99	0.0	209.0	-193.0	-14395.0	2612.0	-331.0	2676.0	0.0	22.0	-35.0
1627951073.21	0.0	233.0	-207.0	-14332.0	2601.0	-324.0	2681.0	0.0	15.0	-53.0
1627951073.87	0.0	254.0	-196.0	-14394.0	2612.0	-328.0	2675.0	0.0	13.0	-54.0
1627951074.7	0.0	201.0	-186.0	-14373.0	2610.0	-326.0	2680.0	0.0	16.0	-34.0
1627951075.3	0.0	203.0	-218.0	-14353.0	2608.0	-332.0	2665.0	0.0	32.0	-34.0
1627951076.28	0.0	239.0	-197.0	-14388.0	2601.0	-340.0	2664.0	0.0	23.0	-43.0
1627951077.1	0.0	216.0	-208.0	-14394.0	2596.0	-315.0	2684.0	0.0	38.0	-40.0
1627951078.2	0.0	214.0	-217.0	-14411.0	2600.0	-313.0	2686.0	0.0	37.0	-29.0
1627951078.8	0.0	201.0	-215.0	-14370.0	2597.0	-311.0	2699.0	0.0	28.0	-44.0
1627951079.56	0.0	223.0	-228.0	-14388.0	2600.0	-334.0	2650.0	0.0	37.0	-36.0
1627951080.88	0.0	214.0	-199.0	-14343.0	2608.0	-323.0	2693.0	0.0	32.0	-49.0
1627951083.55	0.0	210.0	-217.0	-14427.0	2617.0	-318.0	2684.0	0.0	33.0	-47.0
1627951084.5	0.0	237.0	-195.0	-14423.0	2616.0	-321.0	2674.0	0.0	24.0	-43.0
1627951085.36	0.0	216.0	-193.0	-14353.0	2622.0	-335.0	2651.0	0.0	23.0	-40.0
1627951086.24	0.0	250.0	-199.0	-14377.0	2613.0	-326.0	2674.0	0.0	38.0	-45.0
1627951087.17	0.0	201.0	-203.0	-14386.0	2620.0	-329.0	2669.0	0.0	28.0	-28.0
1627951087.77	0.0	240.0	-207.0	-14338.0	2617.0	-320.0	2674.0	0.0	29.0	-50.0
1627951088.82	0.0	232.0	-227.0	-14376.0	2616.0	-321.0	2666.0	0.0	32.0	-41.0
1627951090.01	0.0	187.0	-213.0	-14362.0	2617.0	-320.0	2684.0	0.0	29.0	-31.0
1627951090.53	0.0	213.0	-182.0	-14385.0	2622.0	-338.0	2665.0	0.0	33.0	-46.0
1627951091.4	0.0	222.0	-197.0	-14391.0	2605.0	-314.0	2696.0	0.0	17.0	-24.0
1627951091.99	0.0	228.0	-212.0	-14386.0	2611.0	-325.0	2687.0	0.0	28.0	-38.0
1627951092.83	0.0	210.0	-205.0	-14396.0	2616.0	-331.0	2679.0	0.0	23.0	-21.0
1627951093.76	0.0	203.0	-224.0	-14393.0	2619.0	-317.0	2684.0	0.0	27.0	-39.0
1627951094.62	0.0	190.0	-203.0	-14415.0	2615.0	-327.0	2689.0	0.0	28.0	-43.0
1627951095.62	0.0	235.0	-248.0	-14389.0	2597.0	-311.0	2672.0	0.0	32.0	-68.0
1627951096.13	0.0	328.0	-280.0	-14629.0	2610.0	-327.0	2675.0	0.0	51.0	-76.0
1627951096.81	0.0	188.0	-185.0	-14412.0	2617.0	-340.0	2665.0	0.0	35.0	-47.0
1627951097.55	0.0	212.0	-208.0	-14436.0	2610.0	-328.0	2671.0	0.0	51.0	-38.0
1627951098.65	0.0	216.0	-199.0	-14388.0	2609.0	-327.0	2685.0	0.0	32.0	-20.0
1627951099.51	0.0	204.0	-184.0	-14372.0	2607.0	-327.0	2667.0	0.0	40.0	-48.0
1627951100.38	0.0	240.0	-184.0	-14446.0	2615.0	-323.0	2678.0	0.0	19.0	-49.0
1627951101.0	0.0	225.0	-205.0	-14383.0	2609.0	-327.0	2665.0	0.0	17.0	-55.0
1627951101.84	0.0	176.0	-200.0	-14355.0	2616.0	-315.0	2682.0	0.0	29.0	-29.0
1627951103.02	0.0	255.0	-186.0	-14442.0	2620.0	-320.0	2666.0	0.0	25.0	-40.0
1627951103.75	0.0	204.0	-218.0	-14362.0	2612.0	-326.0	2687.0	0.0	37.0	-44.0
1627951104.76	0.0	225.0	-221.0	-14396.0	2612.0	-329.0	2697.0	0.0	35.0	-52.0
1627951105.76	0.0	203.0	-201.0	-14319.0	2606.0	-320.0	2695.0	0.0	30.0	-47.0
1627951106.67	0.0	232.0	-187.0	-14438.0	2611.0	-318.0	2679.0	0.0	30.0	-49.0
1627951107.64	0.0	215.0	-220.0	-14417.0	2614.0	-321.0	2681.0	0.0	25.0	-49.0
1627951108.27	0.0	252.0	-211.0	-14394.0	2619.0	-325.0	2676.0	0.0	35.0	-34.0
1627951108.97	0.0	230.0	-215.0	-14426.0	2614.0	-327.0	2671.0	0.0	27.0	-55.0
1627951109.7	0.0	206.0	-207.0	-14352.0	2614.0	-323.0	2681.0	0.0	31.0	-38.0
1627951110.27	0.0	200.0	-196.0	-14350.0	2615.0	-316.0	2677.0	0.0	32.0	-55.0
1627951111.01	0.0	223.0	-193.0	-14364.0	2612.0	-325.0	2672.0	0.0	27.0	-38.0
1627951111.77	0.0	220.0	-219.0	-14402.0	2613.0	-317.0	2665.0	0.0	36.0	-39.0
1627951112.67	0.0	184.0	-192.0	-14348.0	2609.0	-333.0	2656.0	0.0	19.0	-45.0
1627951113.55	0.0	199.0	-213.0	-14388.0	2615.0	-327.0	2677.0	0.0	26.0	-43.0
1627951114.59	0.0	205.0	-223.0	-14398.0	2612.0	-319.0	2671.0	0.0	33.0	-32.0
1627951115.75	0.0	215.0	-198.0	-14366.0	2615.0	-324.0	2667.0	0.0	32.0	-44.0
1627951116.82	0.0	232.0	-212.0	-14389.0	2617.0	-323.0	2670.0	0.0	35.0	-33.0
1627951117.5	0.0	240.0	-228.0	-14459.0	2595.0	-319.0	2682.0	0.0	34.0	-32.0
1627951118.43	0.0	241.0	-194.0	-14349.0	2610.0	-319.0	2686.0	0.0	9.0	-53.0
1627951119.15	0.0	225.0	-190.0	-14384.0	2613.0	-322.0	2686.0	0.0	45.0	-49.0
1627951119.86	0.0	242.0	-230.0	-14389.0	2613.0	-337.0	2674.0	0.0	20.0	-37.0
1627951120.96	0.0	239.0	-214.0	-14405.0	2615.0	-330.0	2687.0	0.0	24.0	-34.0
1627951121.81	0.0	222.0	-200.0	-14345.0	2616.0	-328.0	2696.0	0.0	37.0	-36.0
1627951122.45	0.0	229.0	-208.0	-14394.0	2615.0	-320.0	2688.0	0.0	23.0	-45.0
1627951123.31	0.0	184.0	-180.0	-14339.0	2615.0	-325.0	2683.0	0.0	32.0	-50.0
1627951123.98	0.0	210.0	-183.0	-14369.0	2613.0	-323.0	2691.0	0.0	26.0	-49.0
1627951124.89	0.0	237.0	-182.0	-14400.0	2623.0	-337.0	2685.0	0.0	29.0	-30.0
1627951125.67	0.0	212.0	-233.0	-14372.0	2614.0	-324.0	2692.0	0.0	40.0	-46.0
1627951126.3	0.0	256.0	-225.0	-14389.0	2615.0	-322.0	2687.0	0.0	30.0	-30.0
1627951127.1	0.0	213.0	-213.0	-14374.0	2606.0	-322.0	2691.0	0.0	29.0	-48.0
1627951127.86	0.0	218.0	-199.0	-14389.0	2625.0	-333.0	2658.0	0.0	23.0	-53.0
1627951128.29	0.0	202.0	-202.0	-14373.0	2624.0	-339.0	2683.0	0.0	36.0	-54.0
1627951129.27	0.0	222.0	-217.0	-14398.0	2605.0	-328.0	2686.0	0.0	18.0	-58.0
1627951129.92	0.0	196.0	-209.0	-14360.0	2612.0	-317.0	2684.0	0.0	26.0	-41.0
1627951130.49	0.0	222.0	-209.0	-14420.0	2615.0	-337.0	2685.0	0.0	31.0	-51.0
1627951131.27	0.0	207.0	-194.0	-14359.0	2615.0	-323.0	2686.0	0.0	28.0	-47.0
1627951131.78	0.0	226.0	-194.0	-14377.0	2602.0	-303.0	2685.0	0.0	24.0	-50.0
1627951132.81	0.0	229.0	-217.0	-14385.0	2614.0	-333.0	2689.0	0.0	37.0	-35.0
1627951133.4	0.0	218.0	-201.0	-14435.0	2628.0	-418.0	2455.0	0.0	32.0	-42.0
1627951134.08	0.0	248.0	-215.0	-14425.0	2617.0	-323.0	2685.0	0.0	30.0	-52.0
1627951135.0	0.0	239.0	-215.0	-14353.0	2620.0	-331.0	2681.0	0.0	36.0	-49.0
1627951135.72	0.0	225.0	-197.0	-14353.0	2609.0	-334.0	2687.0	0.0	19.0	-29.0
1627951136.47	0.0	217.0	-224.0	-14388.0	2609.0	-323.0	2691.0	0.0	37.0	-38.0
1627951137.1	0.0	218.0	-227.0	-14361.0	2620.0	-332.0	2682.0	0.0	33.0	-49.0
1627951137.76	0.0	231.0	-206.0	-14416.0	2618.0	-346.0	2675.0	0.0	36.0	-57.0
1627951138.42	0.0	229.0	-176.0	-14368.0	2609.0	-317.0	2698.0	0.0	29.0	-47.0
1627951139.03	0.0	216.0	-185.0	-14369.0	2624.0	-329.0	2680.0	0.0	18.0	-47.0
1627951139.79	0.0	223.0	-206.0	-14373.0	2613.0	-319.0	2689.0	0.0	33.0	-56.0
1627951142.77	0.0	190.0	-208.0	-14341.0	2612.0	-322.0	2686.0	0.0	29.0	-26.0
1627951146.74	0.0	235.0	-216.0	-14361.0	2614.0	-328.0	2683.0	0.0	20.0	-35.0
1627951150.09	0.0	194.0	-202.0	-14377.0	2616.0	-328.0	2687.0	0.0	42.0	-45.0
1627951151.99	0.0	202.0	-186.0	-14401.0	2612.0	-327.0	2692.0	0.0	31.0	-44.0
1627951152.99	0.0	176.0	-207.0	-14311.0	2612.0	-322.0	2693.0	0.0	53.0	-37.0
1627951154.5	0.0	200.0	-215.0	-14418.0	2616.0	-325.0	2685.0	0.0	44.0	-51.0
1627951155.21	0.0	208.0	-224.0	-14395.0	2615.0	-331.0	2685.0	0.0	25.0	-25.0
1627951156.25	0.0	221.0	-207.0	-14383.0	2609.0	-334.0	2674.0	0.0	21.0	-40.0
1627951157.31	0.0	225.0	-229.0	-14361.0	2612.0	-326.0	2688.0	0.0	20.0	-36.0
1627951158.36	0.0	225.0	-204.0	-14417.0	2611.0	-334.0	2685.0	0.0	39.0	-45.0
1627951159.5	0.0	259.0	-218.0	-14381.0	2615.0	-325.0	2686.0	0.0	29.0	-49.0
1627951161.81	0.0	218.0	-203.0	-14372.0	2617.0	-338.0	2679.0	0.0	32.0	-34.0
1627951163.51	0.0	208.0	-179.0	-14356.0	2616.0	-332.0	2678.0	0.0	27.0	-38.0
1627951164.26	0.0	250.0	-229.0	-14362.0	2620.0	-322.0	2687.0	0.0	38.0	-30.0
1627951164.28	0.0	219.0	-185.0	-14392.0	2637.0	-355.0	2646.0	0.0	48.0	-40.0
1627951164.3	0.0	226.0	-197.0	-14347.0	2637.0	-355.0	2646.0	0.0	20.0	-54.0
1627951164.32	0.0	265.0	-371.0	-14173.0	2637.0	-355.0	2646.0	0.0	-46.0	-85.0
1627951164.34	0.0	-171.0	77.0	-14821.0	2637.0	-355.0	2646.0	0.0	97.0	45.0
1627951164.36	0.0	292.0	-501.0	-14370.0	2637.0	-355.0	2646.0	0.0	124.0	-25.0
1627951164.38	0.0	622.0	313.0	-13796.0	2637.0	-355.0	2646.0	0.0	-280.0	-429.0
1627951164.4	0.0	-78.0	-99.0	-14988.0	2637.0	-355.0	2646.0	0.0	-135.0	95.0
1627951164.42	0.0	346.0	-317.0	-14585.0	2637.0	-355.0	2646.0	0.0	144.0	44.0
1627951164.44	0.0	508.0	-794.0	-14923.0	2617.0	-324.0	2628.0	0.0	-175.0	-304.0
1627951164.46	0.0	-329.0	209.0	-13387.0	2617.0	-324.0	2628.0	0.0	6.0	160.0
1627951164.48	0.0	405.0	-371.0	-14374.0	2617.0	-324.0	2628.0	0.0	114.0	-207.0
1627951164.5	0.0	314.0	20.0	-14472.0	2617.0	-324.0	2628.0	0.0	-15.0	-107.0
1627951164.53	0.0	265.0	-607.0	-14433.0	2617.0	-324.0	2628.0	0.0	4.0	-78.0
1627951164.54	0.0	172.0	-34.0	-14240.0	2617.0	-324.0	2628.0	0.0	-16.0	-23.0
1627951164.56	0.0	339.0	-239.0	-14138.0	2617.0	-324.0	2628.0	0.0	59.0	-38.0
1627951164.58	0.0	191.0	-179.0	-14394.0	2617.0	-324.0	2628.0	0.0	50.0	-95.0
1627951164.6	0.0	373.0	-278.0	-14248.0	2664.0	-238.0	2567.0	0.0	91.0	-174.0
1627951164.62	0.0	228.0	-233.0	-14253.0	2664.0	-238.0	2567.0	0.0	75.0	-46.0
1627951164.64	0.0	177.0	-221.0	-14186.0	2664.0	-238.0	2567.0	0.0	22.0	-83.0
1627951164.66	0.0	349.0	-326.0	-14556.0	2664.0	-238.0	2567.0	0.0	45.0	-36.0
1627951164.68	0.0	110.0	-177.0	-14372.0	2664.0	-238.0	2567.0	0.0	61.0	-78.0
1627951164.7	0.0	382.0	-322.0	-14224.0	2664.0	-238.0	2567.0	0.0	27.0	-46.0
1627951164.72	0.0	119.0	-132.0	-14233.0	2664.0	-238.0	2567.0	0.0	29.0	-54.0
1627951164.74	0.0	263.0	-249.0	-14324.0	2664.0	-238.0	2567.0	0.0	32.0	-54.0
1627951164.76	0.0	216.0	-106.0	-14419.0	2752.0	25.0	2490.0	0.0	97.0	-52.0
1627951164.78	0.0	259.0	-169.0	-14299.0	2752.0	25.0	2490.0	0.0	13.0	-58.0
1627951164.8	0.0	237.0	-97.0	-14182.0	2752.0	25.0	2490.0	0.0	-17.0	4.0
1627951164.82	0.0	283.0	-254.0	-14375.0	2752.0	25.0	2490.0	0.0	66.0	-42.0
1627951164.84	0.0	391.0	-219.0	-14626.0	2752.0	25.0	2490.0	0.0	123.0	-69.0
1627951164.86	0.0	253.0	-139.0	-14189.0	2752.0	25.0	2490.0	0.0	15.0	108.0
1627951164.88	0.0	453.0	-41.0	-14017.0	2752.0	25.0	2490.0	0.0	-4.0	108.0
1627951164.9	0.0	268.0	-163.0	-14489.0	2752.0	25.0	2490.0	0.0	36.0	102.0
1627951164.92	0.016398	419.0	-237.0	-14481.0	2752.0	25.0	2490.0	0.0	-1.0	196.0
1627951164.94	0.016398	363.0	-110.0	-14224.0	2774.0	72.0	2522.0	0.0	-7.0	153.0
1627951164.96	0.016398	-105.0	-247.0	-14629.0	2774.0	72.0	2522.0	0.0	55.0	147.0
1627951164.98	0.017029	279.0	-242.0	-14148.0	2774.0	72.0	2522.0	0.0	-65.0	266.0
1627951165.0	0.017029	544.0	-119.0	-14481.0	2774.0	72.0	2522.0	0.0	32.0	139.0
1627951165.02	0.017029	165.0	-60.0	-14464.0	2774.0	72.0	2522.0	0.0	24.0	242.0
1627951165.04	0.0	121.0	-280.0	-14325.0	2774.0	72.0	2522.0	0.0	49.0	196.0
1627951165.06	0.016398	282.0	-119.0	-14569.0	2774.0	72.0	2522.0	0.0	50.0	276.0
1627951165.08	0.017029	334.0	-124.0	-14462.0	2774.0	72.0	2522.0	0.0	210.0	230.0
1627951165.1	0.017029	189.0	-235.0	-14292.0	2853.0	343.0	2413.0	0.0	130.0	8.0
1627951165.12	0.017029	267.0	-148.0	-14458.0	2853.0	343.0	2413.0	0.0	32.0	263.0
1627951165.14	0.017029	151.0	-265.0	-14379.0	2853.0	343.0	2413.0	0.0	71.0	313.0
1627951165.16	0.016398	296.0	-230.0	-14272.0	2853.0	343.0	2413.0	0.0	110.0	204.0
1627951165.18	0.016398	225.0	-5.0	-14476.0	2853.0	343.0	2413.0	0.0	21.0	298.0
1627951165.2	0.016398	139.0	-257.0	-14435.0	2853.0	343.0	2413.0	0.0	89.0	361.0
1627951165.22	0.017029	-19.0	-167.0	-14292.0	2853.0	343.0	2413.0	0.0	104.0	228.0
1627951165.24	0.016398	390.0	-190.0	-14492.0	2853.0	343.0	2413.0	0.0	46.0	145.0
1627951165.26	0.016398	390.0	-150.0	-14393.0	2905.0	391.0	2405.0	0.0	47.0	168.0
1627951165.28	0.0	524.0	-192.0	-14460.0	2905.0	391.0	2405.0	0.0	184.0	146.0
1627951165.3	0.034058	152.0	91.0	-14012.0	2905.0	391.0	2405.0	0.0	56.0	216.0
1627951165.32	0.016398	451.0	-479.0	-14919.0	2905.0	391.0	2405.0	0.0	44.0	462.0
1627951165.34	0.016398	705.0	-1019.0	-13086.0	2905.0	391.0	2405.0	0.0	-77.0	427.0
1627951165.36	0.016398	705.0	613.0	-16681.0	2905.0	391.0	2405.0	0.0	-675.0	639.0
1627951165.38	0.034058	58.0	613.0	-13631.0	2905.0	391.0	2405.0	0.0	269.0	704.0
1627951165.4	0.049195	-172.0	69.0	-14912.0	2905.0	391.0	2405.0	0.0	-226.0	853.0
1627951165.42	0.049195	-172.0	69.0	-13827.0	2890.0	336.0	2447.0	0.0	319.0	1019.0
1627951165.44	0.049195	735.0	-530.0	-13827.0	2890.0	336.0	2447.0	0.0	-85.0	937.0
1627951165.46	0.051087	207.0	-223.0	-14177.0	2890.0	336.0	2447.0	0.0	166.0	1079.0
1627951165.48	0.051087	403.0	-140.0	-14177.0	2890.0	336.0	2447.0	0.0	110.0	1089.0
1627951165.5	0.053667	651.0	-197.0	-13759.0	2890.0	336.0	2447.0	0.0	20.0	930.0
1627951165.52	0.068116	136.0	-260.0	-14684.0	2890.0	336.0	2447.0	0.0	137.0	1207.0
1627951165.54	0.068116	540.0	-348.0	-14723.0	2890.0	336.0	2447.0	0.0	198.0	1002.0
1627951165.56	0.068116	55.0	-168.0	-14639.0	2890.0	336.0	2447.0	0.0	255.0	1363.0
1627951165.58	0.065593	669.0	-180.0	-14667.0	2894.0	316.0	2551.0	0.0	-21.0	1472.0
1627951165.6	0.068116	262.0	-20.0	-14323.0	2894.0	316.0	2551.0	0.0	217.0	1426.0
1627951165.62	0.09839	465.0	-50.0	-14500.0	2894.0	316.0	2551.0	0.0	26.0	1350.0
1627951165.64	0.09839	481.0	236.0	-14183.0	2894.0	316.0	2551.0	0.0	111.0	1571.0
1627951165.66	0.079063	328.0	-359.0	-14035.0	2894.0	316.0	2551.0	0.0	-158.0	1502.0
1627951165.68	0.102174	267.0	10.0	-14292.0	2894.0	316.0	2551.0	0.0	-541.0	1715.0
1627951165.7	0.081992	720.0	-839.0	-15638.0	2894.0	316.0	2551.0	0.0	-26.0	1311.0
1627951165.72	0.081992	-423.0	-338.0	-15051.0	2894.0	316.0	2551.0	0.0	98.0	1203.0
1627951165.74	0.110689	1066.0	-374.0	-14927.0	2939.0	44.0	2606.0	0.0	-3.0	1267.0
1627951165.76	0.102174	1080.0	376.0	-14224.0	2939.0	44.0	2606.0	0.0	446.0	1582.0
1627951165.78	0.119203	249.0	-495.0	-14501.0	2939.0	44.0	2606.0	0.0	338.0	1286.0
1627951165.8	0.119203	1.0	-93.0	-14664.0	2939.0	44.0	2606.0	0.0	437.0	1205.0
1627951165.82	0.131187	1253.0	-83.0	-13680.0	2939.0	44.0	2606.0	0.0	151.0	1584.0
1627951165.84	0.119203	1226.0	-283.0	-14783.0	2939.0	44.0	2606.0	0.0	578.0	1083.0
1627951165.86	0.136232	-1046.0	-357.0	-14215.0	2939.0	44.0	2606.0	0.0	580.0	925.0
1627951165.88	0.136232	726.0	-425.0	-14062.0	2939.0	44.0	2606.0	0.0	-32.0	1049.0
1627951165.9	0.147585	2092.0	-189.0	-15670.0	2912.0	-54.0	2793.0	0.0	-112.0	1052.0
1627951165.92	0.153261	-791.0	275.0	-13715.0	2912.0	-54.0	2793.0	0.0	-147.0	607.0
1627951165.94	0.147585	194.0	19.0	-14281.0	2912.0	-54.0	2793.0	0.0	-529.0	208.0
1627951165.96	0.147585	1863.0	-1337.0	-14782.0	2912.0	-54.0	2793.0	0.0	-242.0	-532.0
1627951165.98	0.180382	-59.0	254.0	-15294.0	2912.0	-54.0	2793.0	0.0	149.0	201.0
1627951166.0	0.153261	700.0	323.0	-13686.0	2912.0	-54.0	2793.0	0.0	187.0	280.0
1627951166.02	0.17029	-399.0	-60.0	-14422.0	2912.0	-54.0	2793.0	0.0	166.0	200.0
1627951166.04	0.17029	-74.0	-883.0	-14788.0	2912.0	-54.0	2793.0	0.0	-9.0	-206.0
1627951166.06	0.17394	1298.0	-830.0	-13904.0	2922.0	17.0	2941.0	0.0	-708.0	-605.0
1627951166.08	0.17029	-1296.0	1438.0	-14972.0	2922.0	17.0	2941.0	0.0	-1081.0	59.0
1627951166.1	0.163983	1359.0	-7.0	-15252.0	2922.0	17.0	2941.0	0.0	1204.0	-460.0
1627951166.12	0.163983	-997.0	-33.0	-11499.0	2922.0	17.0	2941.0	0.0	-60.0	-73.0
1627951166.14	0.204349	373.0	-166.0	-15942.0	2922.0	17.0	2941.0	0.0	-38.0	-215.0
1627951166.16	0.17029	1211.0	-1046.0	-13828.0	2922.0	17.0	2941.0	0.0	-1002.0	-1168.0
1627951166.18	0.189752	36.0	-526.0	-15724.0	2922.0	17.0	2941.0	0.0	630.0	3.0
1627951166.2	0.189752	849.0	-278.0	-13772.0	2922.0	17.0	2941.0	0.0	-836.0	-303.0
1627951166.22	0.213178	661.0	692.0	-16171.0	2907.0	-165.0	3184.0	0.0	302.0	22.0
1627951166.24	0.204349	987.0	-1040.0	-13727.0	2907.0	-165.0	3184.0	0.0	240.0	-493.0
1627951166.26	0.229577	718.0	1438.0	-14654.0	2907.0	-165.0	3184.0	0.0	532.0	291.0
1627951166.28	0.229577	1434.0	-1509.0	-13408.0	2907.0	-165.0	3184.0	0.0	-500.0	-538.0
1627951166.3	0.213178	791.0	720.0	-16578.0	2907.0	-165.0	3184.0	0.0	251.0	152.0
1627951166.32	0.238407	-225.0	-1176.0	-13710.0	2907.0	-165.0	3184.0	0.0	-1243.0	-900.0
1627951166.34	0.221378	-468.0	50.0	-13121.0	2907.0	-165.0	3184.0	0.0	1707.0	914.0
1627951166.36	0.221378	-3189.0	-1019.0	-13372.0	2907.0	-165.0	3184.0	0.0	1157.0	-424.0
1627951166.38	0.229577	53.0	1320.0	-13826.0	2922.0	-390.0	3322.0	0.0	108.0	649.0
1627951166.4	0.238407	404.0	-1272.0	-13728.0	2922.0	-390.0	3322.0	0.0	778.0	-746.0
1627951166.42	0.245975	749.0	807.0	-14408.0	2922.0	-390.0	3322.0	0.0	-932.0	151.0
1627951166.44	0.245975	38.0	108.0	-15462.0	2922.0	-390.0	3322.0	0.0	373.0	13.0
1627951166.46	0.229577	845.0	-963.0	-12817.0	2922.0	-390.0	3322.0	0.0	-53.0	-857.0
1627951166.48	0.255436	-170.0	-417.0	-14238.0	2922.0	-390.0	3322.0	0.0	361.0	-854.0
1627951166.5	0.245975	-1571.0	1184.0	-15118.0	2922.0	-390.0	3322.0	0.0	-80.0	-361.0
1627951166.52	0.245975	415.0	-672.0	-14373.0	2922.0	-390.0	3322.0	0.0	1677.0	-463.0
1627951166.54	0.255436	24.0	167.0	-10996.0	2854.0	-283.0	3633.0	0.0	-642.0	-1248.0
1627951166.56	0.238407	2377.0	686.0	-18490.0	2854.0	-283.0	3633.0	0.0	2237.0	-570.0
1627951166.58	0.262373	-1886.0	310.0	-10914.0	2854.0	-283.0	3633.0	0.0	-305.0	-330.0
1627951166.6	0.262373	1853.0	-1912.0	-17934.0	2854.0	-283.0	3633.0	0.0	-95.0	-1637.0
1627951166.62	0.255436	-518.0	1514.0	-12269.0	2854.0	-283.0	3633.0	0.0	-320.0	20.0
1627951166.64	0.238407	-117.0	-1713.0	-12910.0	2854.0	-283.0	3633.0	0.0	-686.0	-1612.0
1627951166.66	0.255436	2830.0	189.0	-16146.0	2854.0	-283.0	3633.0	0.0	-684.0	-535.0
1627951166.68	0.255436	36.0	915.0	-14688.0	2854.0	-283.0	3633.0	0.0	174.0	-110.0
1627951166.7	0.290081	122.0	-1895.0	-13599.0	2664.0	-134.0	4082.0	0.0	782.0	-1494.0
1627951166.72	0.272465	361.0	766.0	-13740.0	2664.0	-134.0	4082.0	0.0	-517.0	36.0
1627951166.74	0.289494	-761.0	-527.0	-13880.0	2664.0	-134.0	4082.0	0.0	-382.0	-2.0
1627951166.76	0.289494	225.0	-1559.0	-13806.0	2664.0	-134.0	4082.0	0.0	-842.0	-1253.0
1627951166.78	0.278772	2300.0	510.0	-15894.0	2664.0	-134.0	4082.0	0.0	-263.0	-611.0
1627951166.8	0.272465	170.0	1639.0	-14762.0	2664.0	-134.0	4082.0	0.0	803.0	704.0
1627951166.82	0.29517	-1183.0	-1869.0	-14264.0	2664.0	-134.0	4082.0	0.0	-213.0	-878.0
1627951166.84	0.29517	1733.0	123.0	-14096.0	2664.0	-134.0	4082.0	0.0	692.0	-853.0
1627951166.86	0.29517	-775.0	803.0	-13154.0	2555.0	-398.0	4333.0	0.0	159.0	-399.0
1627951166.88	0.306523	-54.0	-1727.0	-14641.0	2555.0	-398.0	4333.0	0.0	-78.0	-2017.0
1627951166.9	0.29517	1278.0	1386.0	-17718.0	2555.0	-398.0	4333.0	0.0	-299.0	-1169.0
1627951166.92	0.29517	678.0	581.0	-11755.0	2555.0	-398.0	4333.0	0.0	353.0	88.0
1627951166.94	0.29517	-1397.0	-1684.0	-13150.0	2555.0	-398.0	4333.0	0.0	-980.0	-2250.0
1627951166.96	0.29517	1511.0	205.0	-17143.0	2555.0	-398.0	4333.0	0.0	1423.0	-401.0
1627951166.98	0.29517	-1017.0	1217.0	-10916.0	2555.0	-398.0	4333.0	0.0	-1539.0	-678.0
1627951167.0	0.29517	2463.0	156.0	-14649.0	2555.0	-398.0	4333.0	0.0	201.0	-14.0
1627951167.02	0.29517	-15.0	-132.0	-13062.0	2339.0	-172.0	4606.0	0.0	-753.0	-806.0
1627951167.04	0.306523	1024.0	-1563.0	-17047.0	2339.0	-172.0	4606.0	0.0	-66.0	-1427.0
1627951167.06	0.311568	1436.0	2314.0	-12646.0	2339.0	-172.0	4606.0	0.0	-1153.0	398.0
1627951167.08	0.311568	1559.0	-1661.0	-14745.0	2339.0	-172.0	4606.0	0.0	520.0	-683.0
1627951167.1	0.327967	202.0	-412.0	-14966.0	2339.0	-172.0	4606.0	0.0	257.0	-545.0
1627951167.12	0.340581	-206.0	-1954.0	-13342.0	2339.0	-172.0	4606.0	0.0	-512.0	-1199.0
1627951167.14	0.323552	1137.0	1141.0	-15179.0	2339.0	-172.0	4606.0	0.0	362.0	-345.0
1627951167.16	0.323552	2190.0	1309.0	-15234.0	2339.0	-172.0	4606.0	0.0	1315.0	497.0
1627951167.18	0.344365	1338.0	-1528.0	-13704.0	1925.0	-158.0	4966.0	0.0	526.0	-400.0
1627951167.2	0.311568	-1238.0	-589.0	-17151.0	1925.0	-158.0	4966.0	0.0	1298.0	-1275.0
